human_ensembl_id,mouse_ensembl_id,human_gene_symbol,mouse_gene_symbol
ENSG00000134007,ENSMUSG00000046282,ADAM20,Adam20
ENSG00000139985,ENSMUSG00000008438,ADAM21,Adam21
ENSG00000008277,ENSMUSG00000040537,ADAM22,Adam22
ENSG00000114948,ENSMUSG00000025964,ADAM23,Adam23
ENSG00000134007,ENSMUSG00000071937,ADAM20,Adam25
ENSG00000042980,ENSMUSG00000014725,ADAM28,Adam28
ENSG00000168594,ENSMUSG00000046258,ADAM29,Adam29
ENSG00000134249,ENSMUSG00000043468,ADAM30,Adam30
ENSG00000197140,ENSMUSG00000037437,ADAM32,Adam32
ENSG00000149451,ENSMUSG00000027318,ADAM33,Adam33
ENSG00000134007,ENSMUSG00000054033,ADAM20,Adam39
ENSG00000069206,ENSMUSG00000022056,ADAM7,Adam7
ENSG00000151651,ENSMUSG00000025473,ADAM8,Adam8
ENSG00000168615,ENSMUSG00000031555,ADAM9,Adam9
ENSG00000134028,ENSMUSG00000022057,ADAMDEC1,Adamdec1
ENSG00000154734,ENSMUSG00000022893,ADAMTS1,Adamts1
ENSG00000142303,ENSMUSG00000024299,ADAMTS10,Adamts10
ENSG00000151388,ENSMUSG00000047497,ADAMTS12,Adamts12
ENSG00000160323,ENSMUSG00000014852,ADAMTS13,Adamts13
ENSG00000138316,ENSMUSG00000059901,ADAMTS14,Adamts14
ENSG00000166106,ENSMUSG00000033453,ADAMTS15,Adamts15
ENSG00000145536,ENSMUSG00000049538,ADAMTS16,Adamts16
ENSG00000140470,ENSMUSG00000058145,ADAMTS17,Adamts17
ENSG00000140873,ENSMUSG00000053399,ADAMTS18,Adamts18
ENSG00000145808,ENSMUSG00000053441,ADAMTS19,Adamts19
ENSG00000087116,ENSMUSG00000036545,ADAMTS2,Adamts2
ENSG00000173157,ENSMUSG00000022449,ADAMTS20,Adamts20
ENSG00000156140,ENSMUSG00000043635,ADAMTS3,Adamts3
ENSG00000158859,ENSMUSG00000006403,ADAMTS4,Adamts4
ENSG00000154736,ENSMUSG00000022894,ADAMTS5,Adamts5
ENSG00000049192,ENSMUSG00000046169,ADAMTS6,Adamts6
ENSG00000136378,ENSMUSG00000032363,ADAMTS7,Adamts7
ENSG00000134917,ENSMUSG00000031994,ADAMTS8,Adamts8
ENSG00000163638,ENSMUSG00000030022,ADAMTS9,Adamts9
ENSG00000178031,ENSMUSG00000066113,ADAMTSL1,Adamtsl1
ENSG00000197859,ENSMUSG00000036040,ADAMTSL2,Adamtsl2
ENSG00000156218,ENSMUSG00000070469,ADAMTSL3,Adamtsl3
ENSG00000143382,ENSMUSG00000015850,ADAMTSL4,Adamtsl4
ENSG00000185761,ENSMUSG00000043822,ADAMTSL5,Adamtsl5
ENSG00000105963,ENSMUSG00000056413,ADAP1,Adap1
ENSG00000184060,ENSMUSG00000020709,ADAP2,Adap2
ENSG00000160710,ENSMUSG00000027951,ADAR,Adar
ENSG00000197381,ENSMUSG00000020262,ADARB1,Adarb1
ENSG00000185736,ENSMUSG00000052551,ADARB2,Adarb2
ENSG00000065457,ENSMUSG00000031949,ADAT1,Adat1
ENSG00000189007,ENSMUSG00000019808,ADAT2,Adat2
ENSG00000213638,ENSMUSG00000113640,ADAT3,Adat3
ENSG00000063761,ENSMUSG00000021044,ADCK1,Adck1
ENSG00000133597,ENSMUSG00000046947,ADCK2,Adck2
ENSG00000173137,ENSMUSG00000022550,ADCK5,Adck5
ENSG00000164742,ENSMUSG00000020431,ADCY1,Adcy1
ENSG00000143199,ENSMUSG00000026567,ADCY10,Adcy10
ENSG00000078295,ENSMUSG00000021536,ADCY2,Adcy2
ENSG00000138031,ENSMUSG00000020654,ADCY3,Adcy3
ENSG00000129467,ENSMUSG00000022220,ADCY4,Adcy4
ENSG00000173175,ENSMUSG00000022840,ADCY5,Adcy5
ENSG00000174233,ENSMUSG00000022994,ADCY6,Adcy6
ENSG00000121281,ENSMUSG00000031659,ADCY7,Adcy7
ENSG00000155897,ENSMUSG00000022376,ADCY8,Adcy8
ENSG00000162104,ENSMUSG00000005580,ADCY9,Adcy9
ENSG00000141433,ENSMUSG00000024256,ADCYAP1,Adcyap1
ENSG00000078549,ENSMUSG00000029778,ADCYAP1R1,Adcyap1r1
ENSG00000087274,ENSMUSG00000029106,ADD1,Add1
ENSG00000075340,ENSMUSG00000030000,ADD2,Add2
ENSG00000148700,ENSMUSG00000025026,ADD3,Add3
ENSG00000118492,ENSMUSG00000050994,ADGB,Adgb
ENSG00000197177,ENSMUSG00000025475,ADGRA1,Adgra1
ENSG00000020181,ENSMUSG00000031486,ADGRA2,Adgra2
ENSG00000152990,ENSMUSG00000029090,ADGRA3,Adgra3
ENSG00000181790,ENSMUSG00000034730,ADGRB1,Adgrb1
ENSG00000121753,ENSMUSG00000028782,ADGRB2,Adgrb2
ENSG00000135298,ENSMUSG00000033569,ADGRB3,Adgrb3
ENSG00000111452,ENSMUSG00000044017,ADGRD1,Adgrd1
ENSG00000174837,ENSMUSG00000004730,ADGRE1,Adgre1
ENSG00000123146,ENSMUSG00000002885,ADGRE5,Adgre5
ENSG00000153292,ENSMUSG00000041293,ADGRF1,Adgrf1
ENSG00000173567,ENSMUSG00000067642,ADGRF3,Adgrf3
ENSG00000153294,ENSMUSG00000023918,ADGRF4,Adgrf4
ENSG00000069122,ENSMUSG00000056492,ADGRF5,Adgrf5
ENSG00000205336,ENSMUSG00000031785,ADGRG1,Adgrg1
ENSG00000173698,ENSMUSG00000031298,ADGRG2,Adgrg2
ENSG00000182885,ENSMUSG00000060470,ADGRG3,Adgrg3
ENSG00000156920,ENSMUSG00000053852,ADGRG4,Adgrg4
ENSG00000159618,ENSMUSG00000061577,ADGRG5,Adgrg5
ENSG00000112414,ENSMUSG00000039116,ADGRG6,Adgrg6
ENSG00000144820,ENSMUSG00000022755,ADGRG7,Adgrg7
ENSG00000072071,ENSMUSG00000013033,ADGRL1,Adgrl1
ENSG00000117114,ENSMUSG00000028184,ADGRL2,Adgrl2
ENSG00000150471,ENSMUSG00000037605,ADGRL3,Adgrl3
ENSG00000162618,ENSMUSG00000039167,ADGRL4,Adgrl4
ENSG00000164199,ENSMUSG00000069170,ADGRV1,Adgrv1
ENSG00000187758,ENSMUSG00000074207,ADH1A,Adh1
ENSG00000196616,ENSMUSG00000074207,ADH1B,Adh1
ENSG00000248144,ENSMUSG00000074207,ADH1C,Adh1
ENSG00000198099,ENSMUSG00000037797,ADH4,Adh4
ENSG00000197894,ENSMUSG00000028138,ADH5,Adh5
ENSG00000172955,ENSMUSG00000074206,ADH6,Adh6b
ENSG00000196344,ENSMUSG00000055301,ADH7,Adh7
ENSG00000147576,ENSMUSG00000025911,ADHFE1,Adhfe1
ENSG00000182551,ENSMUSG00000020629,ADI1,Adi1
ENSG00000182035,ENSMUSG00000044405,ADIG,Adig
ENSG00000181092,ENSMUSG00000022878,ADIPOQ,Adipoq
ENSG00000159346,ENSMUSG00000026457,ADIPOR1,Adipor1
ENSG00000006831,ENSMUSG00000030168,ADIPOR2,Adipor2
ENSG00000101220,ENSMUSG00000027327,ADISSP,Adissp
ENSG00000156110,ENSMUSG00000039197,ADK,Adk
ENSG00000148926,ENSMUSG00000030790,ADM,Adm
ENSG00000128165,ENSMUSG00000054136,ADM2,Adm2
ENSG00000101126,ENSMUSG00000051149,ADNP,Adnp
ENSG00000101544,ENSMUSG00000053950,ADNP2,Adnp2
ENSG00000181915,ENSMUSG00000057134,ADO,Ado
ENSG00000163485,ENSMUSG00000042429,ADORA1,Adora1
ENSG00000128271,ENSMUSG00000020178,ADORA2A,Adora2a
ENSG00000170425,ENSMUSG00000018500,ADORA2B,Adora2b
ENSG00000282608,ENSMUSG00000000562,ADORA3,Adora3
ENSG00000159322,ENSMUSG00000025236,ADPGK,Adpgk
ENSG00000144843,ENSMUSG00000002844,ADPRH,Adprh
ENSG00000153531,ENSMUSG00000031448,ADPRHL1,Adprhl1
ENSG00000170222,ENSMUSG00000020910,ADPRM,Adprm
ENSG00000116863,ENSMUSG00000042558,ADPRS,Adprs
ENSG00000120907,ENSMUSG00000045875,ADRA1A,Adra1a
ENSG00000170214,ENSMUSG00000050541,ADRA1B,Adra1b
ENSG00000171873,ENSMUSG00000027335,ADRA1D,Adra1d
ENSG00000150594,ENSMUSG00000033717,ADRA2A,Adra2a
ENSG00000274286,ENSMUSG00000058620,ADRA2B,Adra2b
ENSG00000184160,ENSMUSG00000045318,ADRA2C,Adra2c
ENSG00000043591,ENSMUSG00000035283,ADRB1,Adrb1
ENSG00000169252,ENSMUSG00000045730,ADRB2,Adrb2
ENSG00000188778,ENSMUSG00000031489,ADRB3,Adrb3
ENSG00000130706,ENSMUSG00000039041,ADRM1,Adrm1
ENSG00000130706,ENSMUSG00000042165,ADRM1,Adrm1b
ENSG00000239900,ENSMUSG00000022407,ADSL,Adsl
ENSG00000185100,ENSMUSG00000011148,ADSS1,Adss1
ENSG00000035687,ENSMUSG00000015961,ADSS2,Adss2
ENSG00000111863,ENSMUSG00000058022,ADTRP,Adtrp
ENSG00000106624,ENSMUSG00000020473,AEBP1,Aebp1
ENSG00000139154,ENSMUSG00000030232,AEBP2,Aebp2
ENSG00000181026,ENSMUSG00000030609,AEN,Aen
ENSG00000199575,ENSMUSG00000065022,SNORD114-1,AF357341
ENSG00000200608,ENSMUSG00000065022,SNORD114-11,AF357341
ENSG00000201247,ENSMUSG00000065022,SNORD114-13,AF357341
ENSG00000199914,ENSMUSG00000065022,SNORD114-16,AF357341
ENSG00000201839,ENSMUSG00000065022,SNORD114-3,AF357341
ENSG00000200215,ENSMUSG00002076155,SNORD113-6,AF357425
ENSG00000199575,ENSMUSG00000065749,SNORD114-1,AF357428
ENSG00000200608,ENSMUSG00000065749,SNORD114-11,AF357428
ENSG00000201247,ENSMUSG00000065749,SNORD114-13,AF357428
ENSG00000199914,ENSMUSG00000065749,SNORD114-16,AF357428
ENSG00000201839,ENSMUSG00000065749,SNORD114-3,AF357428
ENSG00000196526,ENSMUSG00000029094,AFAP1,Afap1
ENSG00000157510,ENSMUSG00000033032,AFAP1L1,Afap1l1
ENSG00000169129,ENSMUSG00000025083,AFAP1L2,Afap1l2
ENSG00000130396,ENSMUSG00000068036,AFDN,Afdn
ENSG00000172493,ENSMUSG00000029313,AFF1,Aff1
ENSG00000155966,ENSMUSG00000031189,AFF2,Aff2
ENSG00000144218,ENSMUSG00000037138,AFF3,Aff3
ENSG00000072364,ENSMUSG00000049470,AFF4,Aff4
ENSG00000135537,ENSMUSG00000038302,AFG1L,Afg1l
ENSG00000145375,ENSMUSG00000027722,AFG2A,Afg2a
ENSG00000171763,ENSMUSG00000118663,AFG2B,Afg2b
ENSG00000141385,ENSMUSG00000024527,AFG3L2,Afg3l2
ENSG00000079557,ENSMUSG00000029369,AFM,Afm
ENSG00000183077,ENSMUSG00000017718,AFMID,Afmid
ENSG00000081051,ENSMUSG00000054932,AFP,Afp
ENSG00000119844,ENSMUSG00000049659,AFTPH,Aftph
ENSG00000038002,ENSMUSG00000031521,AGA,Aga
ENSG00000157985,ENSMUSG00000055013,AGAP1,Agap1
ENSG00000135439,ENSMUSG00000025422,AGAP2,Agap2
ENSG00000133612,ENSMUSG00000023353,AGAP3,Agap3
ENSG00000273540,ENSMUSG00000025754,AGBL1,Agbl1
ENSG00000165923,ENSMUSG00000040812,AGBL2,Agbl2
ENSG00000146856,ENSMUSG00000038836,AGBL3,Agbl3
ENSG00000186094,ENSMUSG00000061298,AGBL4,Agbl4
ENSG00000084693,ENSMUSG00000029165,AGBL5,Agbl5
ENSG00000204305,ENSMUSG00000015452,AGER,Ager
ENSG00000173744,ENSMUSG00000026159,AGFG1,Agfg1
ENSG00000106351,ENSMUSG00000029722,AGFG2,Agfg2
ENSG00000164252,ENSMUSG00000021681,AGGF1,Aggf1
ENSG00000006530,ENSMUSG00000029916,AGK,Agk
ENSG00000162688,ENSMUSG00000033400,AGL,Agl
ENSG00000116771,ENSMUSG00000040706,AGMAT,Agmat
ENSG00000187546,ENSMUSG00000050103,AGMO,Agmo
ENSG00000092847,ENSMUSG00000041530,AGO1,Ago1
ENSG00000123908,ENSMUSG00000036698,AGO2,Ago2
ENSG00000126070,ENSMUSG00000028842,AGO3,Ago3
ENSG00000134698,ENSMUSG00000042500,AGO4,Ago4
ENSG00000204310,ENSMUSG00000034254,AGPAT1,Agpat1
ENSG00000169692,ENSMUSG00000026922,AGPAT2,Agpat2
ENSG00000160216,ENSMUSG00000001211,AGPAT3,Agpat3
ENSG00000026652,ENSMUSG00000023827,AGPAT4,Agpat4
ENSG00000155189,ENSMUSG00000031467,AGPAT5,Agpat5
ENSG00000018510,ENSMUSG00000042410,AGPS,Agps
ENSG00000106541,ENSMUSG00000020581,AGR2,Agr2
ENSG00000173467,ENSMUSG00000036231,AGR3,Agr3
ENSG00000188157,ENSMUSG00000041936,AGRN,Agrn
ENSG00000159723,ENSMUSG00000005705,AGRP,Agrp
ENSG00000135744,ENSMUSG00000031980,AGT,Agt
ENSG00000135049,ENSMUSG00000021557,AGTPBP1,Agtpbp1
ENSG00000144891,ENSMUSG00000049115,AGTR1,Agtr1a
ENSG00000144891,ENSMUSG00000054988,AGTR1,Agtr1b
ENSG00000180772,ENSMUSG00000068122,AGTR2,Agtr2
ENSG00000177674,ENSMUSG00000029007,AGTRAP,Agtrap
ENSG00000172482,ENSMUSG00000026272,AGXT,Agxt
ENSG00000113492,ENSMUSG00000089678,AGXT2,Agxt2
ENSG00000153207,ENSMUSG00000026491,AHCTF1,Ahctf1
ENSG00000101444,ENSMUSG00000027597,AHCY,Ahcy
ENSG00000101444,ENSMUSG00000048087,AHCY,Ahcyl
ENSG00000168710,ENSMUSG00000027893,AHCYL1,Ahcyl1
ENSG00000158467,ENSMUSG00000029772,AHCYL2,Ahcyl2
ENSG00000126705,ENSMUSG00000037692,AHDC1,Ahdc1
ENSG00000135541,ENSMUSG00000019986,AHI1,Ahi1
ENSG00000124942,ENSMUSG00000069833,AHNAK,Ahnak
ENSG00000185567,ENSMUSG00000118667,AHNAK2,Ahnak2
ENSG00000106546,ENSMUSG00000019256,AHR,Ahr
ENSG00000063438,ENSMUSG00000021575,AHRR,Ahrr
ENSG00000100591,ENSMUSG00000021037,AHSA1,Ahsa1
ENSG00000145192,ENSMUSG00000022868,AHSG,Ahsg
ENSG00000169877,ENSMUSG00000121605,AHSP,Ahsp
ENSG00000106804,ENSMUSG00000035875,C5,AI182371
ENSG00000164743,ENSMUSG00000074384,C8orf48,AI429214
ENSG00000185905,ENSMUSG00000045165,C16orf54,AI467606
ENSG00000185742,ENSMUSG00000078307,C11orf87,AI593442
ENSG00000135974,ENSMUSG00000010290,C2orf49,AI597479
ENSG00000188112,ENSMUSG00000034382,C6orf132,AI661453
ENSG00000175573,ENSMUSG00000047423,C11orf68,AI837181
ENSG00000111732,ENSMUSG00000040627,AICDA,Aicda
ENSG00000186063,ENSMUSG00000042901,AIDA,Aida
ENSG00000204472,ENSMUSG00000024397,AIF1,Aif1
ENSG00000126878,ENSMUSG00000001864,AIF1L,Aif1l
ENSG00000156709,ENSMUSG00000036932,AIFM1,Aifm1
ENSG00000042286,ENSMUSG00000020085,AIFM2,Aifm2
ENSG00000183773,ENSMUSG00000022763,AIFM3,Aifm3
ENSG00000146416,ENSMUSG00000019806,AIG1,Aig1
ENSG00000163568,ENSMUSG00000037860,AIM2,Aim2
ENSG00000164022,ENSMUSG00000028029,AIMP1,Aimp1
ENSG00000106305,ENSMUSG00000029610,AIMP2,Aimp2
ENSG00000110711,ENSMUSG00000024847,AIP,Aip
ENSG00000129221,ENSMUSG00000040554,AIPL1,Aipl1
ENSG00000160224,ENSMUSG00000000731,AIRE,Aire
ENSG00000116922,ENSMUSG00000044730,AIRIM,Airim
ENSG00000196581,ENSMUSG00000039546,AJAP1,Ajap1
ENSG00000232434,ENSMUSG00000029419,AJM1,Ajm1
ENSG00000129474,ENSMUSG00000022178,AJUBA,Ajuba
ENSG00000106992,ENSMUSG00000026817,AK1,Ak1
ENSG00000135070,ENSMUSG00000078139,ISCA1,AK157302
ENSG00000004455,ENSMUSG00000028792,AK2,Ak2
ENSG00000147853,ENSMUSG00000024782,AK3,Ak3
ENSG00000162433,ENSMUSG00000028527,AK4,Ak4
ENSG00000233381,ENSMUSG00000028527,AK4P3,Ak4
ENSG00000154027,ENSMUSG00000039058,AK5,Ak5
ENSG00000273841,ENSMUSG00000078941,TAF9,Ak6
ENSG00000140057,ENSMUSG00000041323,AK7,Ak7
ENSG00000165695,ENSMUSG00000026807,AK8,Ak8
ENSG00000155085,ENSMUSG00000091415,AK9,Ak9
ENSG00000231824,ENSMUSG00000091636,AKAIN1,Akain1
ENSG00000121057,ENSMUSG00000018428,AKAP1,Akap1
ENSG00000108599,ENSMUSG00000047804,AKAP10,Akap10
ENSG00000023516,ENSMUSG00000022016,AKAP11,Akap11
ENSG00000131016,ENSMUSG00000038587,AKAP12,Akap12
ENSG00000170776,ENSMUSG00000066406,AKAP13,Akap13
ENSG00000186471,ENSMUSG00000036551,AKAP14,Akap14
ENSG00000197976,ENSMUSG00000121606,AKAP17A,Akap17a
ENSG00000111254,ENSMUSG00000030344,AKAP3,Akap3
ENSG00000147081,ENSMUSG00000050089,AKAP4,Akap4
ENSG00000179841,ENSMUSG00000021057,AKAP5,Akap5
ENSG00000151320,ENSMUSG00000061603,AKAP6,Akap6
ENSG00000118507,ENSMUSG00000039166,AKAP7,Akap7
ENSG00000105127,ENSMUSG00000024045,AKAP8,Akap8
ENSG00000011243,ENSMUSG00000002625,AKAP8L,Akap8l
ENSG00000127914,ENSMUSG00000040407,AKAP9,Akap9
ENSG00000166452,ENSMUSG00000031023,AKIP1,Akip1
ENSG00000174574,ENSMUSG00000023075,AKIRIN1,Akirin1
ENSG00000135334,ENSMUSG00000028291,AKIRIN2,Akirin2
ENSG00000106948,ENSMUSG00000039158,AKNA,Akna
ENSG00000162641,ENSMUSG00000049565,AKNAD1,Aknad1
ENSG00000163286,ENSMUSG00000036500,ALPG,Akp3
ENSG00000163295,ENSMUSG00000036500,ALPI,Akp3
ENSG00000163283,ENSMUSG00000036500,ALPP,Akp3
ENSG00000117448,ENSMUSG00000028692,AKR1A1,Akr1a1
ENSG00000085662,ENSMUSG00000001642,AKR1B1,Akr1b1
ENSG00000198074,ENSMUSG00000061758,AKR1B10,Akr1b10
ENSG00000198074,ENSMUSG00000052131,AKR1B10,Akr1b7
ENSG00000198074,ENSMUSG00000029762,AKR1B10,Akr1b8
ENSG00000122787,ENSMUSG00000038641,AKR1D1,Akr1d1
ENSG00000165568,ENSMUSG00000045410,AKR1E2,Akr1e1
ENSG00000211454,ENSMUSG00000028743,AKR7L,Akr7a5
ENSG00000142208,ENSMUSG00000001729,AKT1,Akt1
ENSG00000204673,ENSMUSG00000011096,AKT1S1,Akt1s1
ENSG00000105221,ENSMUSG00000004056,AKT2,Akt2
ENSG00000117020,ENSMUSG00000019699,AKT3,Akt3
ENSG00000166971,ENSMUSG00000031667,AKTIP,Aktip
ENSG00000148218,ENSMUSG00000028393,ALAD,Alad
ENSG00000023330,ENSMUSG00000032786,ALAS1,Alas1
ENSG00000158578,ENSMUSG00000025270,ALAS2,Alas2
ENSG00000163631,ENSMUSG00000029368,ALB,Alb
ENSG00000170017,ENSMUSG00000022636,ALCAM,Alcam
ENSG00000161618,ENSMUSG00000007833,ALDH16A1,Aldh16a1
ENSG00000059573,ENSMUSG00000025007,ALDH18A1,Aldh18a1
ENSG00000165092,ENSMUSG00000053279,ALDH1A1,Aldh1a1
ENSG00000128918,ENSMUSG00000013584,ALDH1A2,Aldh1a2
ENSG00000184254,ENSMUSG00000015134,ALDH1A3,Aldh1a3
ENSG00000165092,ENSMUSG00000024747,ALDH1A1,Aldh1a7
ENSG00000137124,ENSMUSG00000035561,ALDH1B1,Aldh1b1
ENSG00000144908,ENSMUSG00000030088,ALDH1L1,Aldh1l1
ENSG00000136010,ENSMUSG00000020256,ALDH1L2,Aldh1l2
ENSG00000111275,ENSMUSG00000029455,ALDH2,Aldh2
ENSG00000108602,ENSMUSG00000019102,ALDH3A1,Aldh3a1
ENSG00000072210,ENSMUSG00000010025,ALDH3A2,Aldh3a2
ENSG00000006534,ENSMUSG00000024885,ALDH3B1,Aldh3b1
ENSG00000132746,ENSMUSG00000075296,ALDH3B2,Aldh3b2
ENSG00000132746,ENSMUSG00000037263,ALDH3B2,Aldh3b3
ENSG00000159423,ENSMUSG00000028737,ALDH4A1,Aldh4a1
ENSG00000112294,ENSMUSG00000035936,ALDH5A1,Aldh5a1
ENSG00000119711,ENSMUSG00000021238,ALDH6A1,Aldh6a1
ENSG00000164904,ENSMUSG00000053644,ALDH7A1,Aldh7a1
ENSG00000118514,ENSMUSG00000037542,ALDH8A1,Aldh8a1
ENSG00000143149,ENSMUSG00000026687,ALDH9A1,Aldh9a1
ENSG00000149925,ENSMUSG00000030695,ALDOA,Aldoa
ENSG00000149925,ENSMUSG00000059343,ALDOA,Aldoart1
ENSG00000149925,ENSMUSG00000063129,ALDOA,Aldoart2
ENSG00000136872,ENSMUSG00000028307,ALDOB,Aldob
ENSG00000109107,ENSMUSG00000017390,ALDOC,Aldoc
ENSG00000033011,ENSMUSG00000039427,ALG1,Alg1
ENSG00000251287,ENSMUSG00000039427,ALG1L2,Alg1
ENSG00000139133,ENSMUSG00000075470,ALG10,Alg10b
ENSG00000175548,ENSMUSG00000075470,ALG10B,Alg10b
ENSG00000253710,ENSMUSG00000063362,ALG11,Alg11
ENSG00000182858,ENSMUSG00000035845,ALG12,Alg12
ENSG00000101901,ENSMUSG00000041718,ALG13,Alg13
ENSG00000172339,ENSMUSG00000039887,ALG14,Alg14
ENSG00000119523,ENSMUSG00000039740,ALG2,Alg2
ENSG00000214160,ENSMUSG00000033809,ALG3,Alg3
ENSG00000120697,ENSMUSG00000036632,ALG5,Alg5
ENSG00000088035,ENSMUSG00000073792,ALG6,Alg6
ENSG00000159063,ENSMUSG00000035704,ALG8,Alg8
ENSG00000086848,ENSMUSG00000032059,ALG9,Alg9
ENSG00000171094,ENSMUSG00000055471,ALK,Alk
ENSG00000196711,ENSMUSG00000087247,ALKAL1,Alkal1
ENSG00000189292,ENSMUSG00000054204,ALKAL2,Alkal2
ENSG00000100601,ENSMUSG00000079036,ALKBH1,Alkbh1
ENSG00000189046,ENSMUSG00000044339,ALKBH2,Alkbh2
ENSG00000166199,ENSMUSG00000040174,ALKBH3,Alkbh3
ENSG00000160993,ENSMUSG00000039754,ALKBH4,Alkbh4
ENSG00000091542,ENSMUSG00000042650,ALKBH5,Alkbh5
ENSG00000239382,ENSMUSG00000042831,ALKBH6,Alkbh6
ENSG00000125652,ENSMUSG00000002661,ALKBH7,Alkbh7
ENSG00000137760,ENSMUSG00000025899,ALKBH8,Alkbh8
ENSG00000151360,ENSMUSG00000020636,ALLC,Allc
ENSG00000116127,ENSMUSG00000063810,ALMS1,Alms1
ENSG00000108839,ENSMUSG00000000320,ALOX12,Alox12
ENSG00000179477,ENSMUSG00000032807,ALOX12B,Alox12b
ENSG00000161905,ENSMUSG00000018924,ALOX15,Alox15
ENSG00000012779,ENSMUSG00000025701,ALOX5,Alox5
ENSG00000132965,ENSMUSG00000060063,ALOX5AP,Alox5ap
ENSG00000179593,ENSMUSG00000020891,ALOX15B,Alox8
ENSG00000179148,ENSMUSG00000020892,ALOXE3,Aloxe3
ENSG00000163286,ENSMUSG00000079440,ALPG,Alpi
ENSG00000163295,ENSMUSG00000079440,ALPI,Alpi
ENSG00000163283,ENSMUSG00000079440,ALPP,Alpi
ENSG00000073331,ENSMUSG00000028028,ALPK1,Alpk1
ENSG00000198796,ENSMUSG00000032845,ALPK2,Alpk2
ENSG00000136383,ENSMUSG00000038763,ALPK3,Alpk3
ENSG00000162551,ENSMUSG00000028766,ALPL,Alpl
ENSG00000163286,ENSMUSG00000026246,ALPG,Alppl2
ENSG00000163295,ENSMUSG00000026246,ALPI,Alppl2
ENSG00000163283,ENSMUSG00000026246,ALPP,Alppl2
ENSG00000003393,ENSMUSG00000026024,ALS2,Als2
ENSG00000178038,ENSMUSG00000044037,ALS2CL,Als2cl
ENSG00000180318,ENSMUSG00000036602,ALX1,Alx1
ENSG00000156150,ENSMUSG00000014603,ALX3,Alx3
ENSG00000052850,ENSMUSG00000040310,ALX4,Alx4
ENSG00000183684,ENSMUSG00000025134,ALYREF,Alyref
ENSG00000183684,ENSMUSG00000060244,ALYREF,Alyref2
ENSG00000183684,ENSMUSG00000086727,ALYREF,Alyreffm1
ENSG00000183684,ENSMUSG00000090854,ALYREF,Alyreffm10
ENSG00000183684,ENSMUSG00000091779,ALYREF,Alyreffm11
ENSG00000183684,ENSMUSG00000095673,ALYREF,Alyreffm12
ENSG00000183684,ENSMUSG00000097878,ALYREF,Alyreffm13
ENSG00000183684,ENSMUSG00000097427,ALYREF,Alyreffm14
ENSG00000183684,ENSMUSG00000095022,ALYREF,Alyreffm15
ENSG00000183684,ENSMUSG00000097550,ALYREF,Alyreffm16
ENSG00000183684,ENSMUSG00000094144,ALYREF,Alyreffm17
ENSG00000183684,ENSMUSG00000094215,ALYREF,Alyreffm2
ENSG00000183684,ENSMUSG00000117091,ALYREF,Alyreffm3
ENSG00000183684,ENSMUSG00000094314,ALYREF,Alyreffm4
ENSG00000183684,ENSMUSG00000091101,ALYREF,Alyreffm5
ENSG00000183684,ENSMUSG00000112931,ALYREF,Alyreffm6
ENSG00000183684,ENSMUSG00000112856,ALYREF,Alyreffm7
ENSG00000183684,ENSMUSG00000096744,ALYREF,Alyreffm8
ENSG00000183684,ENSMUSG00000096640,ALYREF,Alyreffm9
ENSG00000242110,ENSMUSG00000022244,AMACR,Amacr
ENSG00000178522,ENSMUSG00000029288,AMBN,Ambn
ENSG00000106927,ENSMUSG00000028356,AMBP,Ambp
ENSG00000110497,ENSMUSG00000040506,AMBRA1,Ambra1
ENSG00000123505,ENSMUSG00000075232,AMD1,Amd1
ENSG00000123505,ENSMUSG00000063953,AMD1,Amd2
ENSG00000139344,ENSMUSG00000015890,AMDHD1,Amdhd1
ENSG00000162066,ENSMUSG00000036820,AMDHD2,Amdhd2
ENSG00000125363,ENSMUSG00000031354,AMELX,Amelx
ENSG00000184675,ENSMUSG00000050332,AMER1,Amer1
ENSG00000165566,ENSMUSG00000021986,AMER2,Amer2
ENSG00000178171,ENSMUSG00000045174,AMER3,Amer3
ENSG00000159461,ENSMUSG00000031751,AMFR,Amfr
ENSG00000104899,ENSMUSG00000035262,AMH,Amh
ENSG00000135409,ENSMUSG00000023047,AMHR2,Amhr2
ENSG00000181754,ENSMUSG00000050947,AMIGO1,Amigo1
ENSG00000139211,ENSMUSG00000048218,AMIGO2,Amigo2
ENSG00000176020,ENSMUSG00000032593,AMIGO3,Amigo3
ENSG00000101935,ENSMUSG00000042225,AMMECR1,Ammecr1
ENSG00000144233,ENSMUSG00000041915,AMMECR1L,Ammecr1l
ENSG00000166126,ENSMUSG00000021278,AMN,Amn
ENSG00000151743,ENSMUSG00000068250,AMN1,Amn1
ENSG00000126016,ENSMUSG00000041688,AMOT,Amot
ENSG00000166025,ENSMUSG00000013076,AMOTL1,Amotl1
ENSG00000114019,ENSMUSG00000032531,AMOTL2,Amotl2
ENSG00000116748,ENSMUSG00000070385,AMPD1,Ampd1
ENSG00000116337,ENSMUSG00000027889,AMPD2,Ampd2
ENSG00000133805,ENSMUSG00000005686,AMPD3,Ampd3
ENSG00000078053,ENSMUSG00000021314,AMPH,Amph
ENSG00000145020,ENSMUSG00000032607,AMT,Amt
ENSG00000187689,ENSMUSG00000029282,AMTN,Amtn
ENSG00000174945,ENSMUSG00000050022,AMZ1,Amz1
